ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Industry Code
0f8dd0e4-2d81-428d-a119-6252e23d5b84,Group,7d218ec1-d8d3-4f8d-a00b-6d1988e86540,Consumer Publisihing,,,,,,,,
505e2ddf-9ca8-4234-b658-ea2c2dd742bf,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Other Consumer Publishing,,,,,,,,5330204010
23fd74d0-f9a6-420b-8aea-979268358061,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Newspaper Publishing,,,,,,,,5330204011
86f48ceb-153f-47aa-91b3-0e06d86b6906,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Magazine Publishing,,,,,,,,5330204012
708d75e8-0efb-484e-b780-2d7f881c40fe,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Book Publishing,,,,,,,,5330204013
5aea0c3e-fe05-441f-9b1e-b141af948a96,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Directory Publishing,,,,,,,,5330204014
2ed8d18f-20b8-4a35-84f6-df1e45788136,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Digital Publishing,,,,,,,,5330204015
673022ff-2812-4cc3-b320-d4c5528d6e55,Attribute,0f8dd0e4-2d81-428d-a119-6252e23d5b84,Adult Publishing,,,,,,,,5330204016
7731a9aa-8ece-4074-837d-82536767e6e6,Group,428928eb-01e2-4963-9bbf-938db771dc5e,Retailers,,,,,,,,
18db7617-b895-414b-86cc-336dad21252a,Group,7731a9aa-8ece-4074-837d-82536767e6e6,Diversified Retail,,,,,,,,
d4bd8de1-d85e-4a2d-a17d-d5b77f6813ee,Group,18db7617-b895-414b-86cc-336dad21252a,Department Stores,,,,,,,,
4cb6517e-5fab-4a86-817d-b2ea7927c187,Attribute,d4bd8de1-d85e-4a2d-a17d-d5b77f6813ee,Other Department Stores,,,,,,,,5340201010
ac3634f8-2e31-4b58-a8ee-1f4b7c785717,Attribute,d4bd8de1-d85e-4a2d-a17d-d5b77f6813ee,Retail - Department Stores,,,,,,,,5340201011
feb8ed3d-7d3a-47d3-a1a2-4e7716bf5509,Attribute,d4bd8de1-d85e-4a2d-a17d-d5b77f6813ee,Luxury Department Stores,,,,,,,,5340201012
44efa3e1-d6c7-4ac3-b091-d946cfe1f00d,Attribute,d4bd8de1-d85e-4a2d-a17d-d5b77f6813ee,Internet & Mail Order Department Stores,,,,,,,,5340201013
d544e5eb-b98e-4c59-b337-c8eb3da4537f,Group,18db7617-b895-414b-86cc-336dad21252a,Discount Stores,,,,,,,,
adf414d7-09d7-428a-b5f7-ae849e0d8289,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Other Discount Stores,,,,,,,,5340202010
443521bd-c37a-4c31-a85a-739436bc9217,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Internet & Mail Order Discount Stores,,,,,,,,5340202011
6097b4bb-8436-4593-87c2-42e525b49def,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Discount Stores with Grocery,,,,,,,,5340202012
e729be34-f01b-4e49-82c1-d1d4ab3cd8a9,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Discount Stores without Grocery,,,,,,,,5340202013
a98b2916-a142-4492-9140-2efda19e7bd0,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Discount Stores with Gasoline,,,,,,,,5340202014
1b4cf3a4-6dcc-4bc7-a49c-987584bc7452,Attribute,d544e5eb-b98e-4c59-b337-c8eb3da4537f,Discount Stores without Gasoline,,,,,,,,5340202015
f2327f27-1593-4c21-8508-9fc907755bf6,Group,7731a9aa-8ece-4074-837d-82536767e6e6,Other Specifiy Retailers,,,,,,,,
c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Group,f2327f27-1593-4c21-8508-9fc907755bf6,"Auto Vehicles, Parts & Services Retailers",,,,,,,,
8d9a8bb1-303a-424e-a5a0-5d682302f14a,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,"Other Auto Vehicles, Parts & Service Retailers",,,,,,,,5340301010
ad34f2cb-fb2c-4d66-8527-16c159e0fbed,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,New Car Dealers,,,,,,,,5340301011
de23e0d9-91d7-41a6-8a05-45519166c516,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Used Car Dealers,,,,,,,,5340301012
a19a1fe6-36d3-4fe0-9f71-7cf08fbe73fd,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Motorcycle Dealers,,,,,,,,5340301013
907a3f58-d8d1-4eaa-9f62-8cb4c83b8e7b,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Automotive Parts & Accessories Retailers,,,,,,,,5340301014
24f413b3-5b1d-477f-8315-a070e3559829,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Tire Dealers,,,,,,,,5340301015
821d50c7-4b8f-44ec-bc0d-68b1c40ae60d,Attribute,c60eaf2f-bf5e-4e53-8c7d-7c55a45e1183,Luxury Car Dealers,,,,,,,,5340301016
be13763f-931b-42db-9042-d2ef3b7374dd,Group,f2327f27-1593-4c21-8508-9fc907755bf6,Home Improvement Products & Services Retailers,,,,,,,,
0e29e56b-dd11-4146-9509-376c38f20d72,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Other Home Improvement Products & Services Retailers,,,,,,,,5340302010
99066ce3-26af-4668-8f83-4627947d54fe,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Paint & Wallpaper Retailers,,,,,,,,5340302011
da2385c9-b5d2-4fb0-b2ec-6c92bce4d6c6,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Builder Merchants,,,,,,,,5340302012
3c91b324-912e-4d0e-bc5e-a6b679c51af6,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Nursery & Garden Centers,,,,,,,,5340302013
7cec421d-1b97-4d0d-86d3-164f5d216220,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Kitchen & Bathroom Retailers,,,,,,,,5340302014
1cf6d191-e994-4c47-8733-a357427d390e,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Home Décor Retailers,,,,,,,,5340302015
55698efe-ae59-4ca3-9c36-5d71da55e275,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Interior Design Services,,,,,,,,5340302016
fc6dff5c-8dc0-4124-90ea-c8019065b450,Attribute,be13763f-931b-42db-9042-d2ef3b7374dd,Luxury Home Improvement Product Retailers,,,,,,,,5340302017
f2304caf-490b-4771-a528-abd0b51f47b0,Group,f2327f27-1593-4c21-8508-9fc907755bf6,Home Furnishings Retailers,,,,,,,,
7d08cd64-7525-4a32-8e6d-75732e9a9f3e,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Other Home Furnishings Retailers,,,,,,,,5340303010
e71d5c4b-302c-4107-b1c0-316acc523dc1,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Furniture Retailers,,,,,,,,5340303011
bd71d9ee-307f-4ab2-bf55-207be4ae0d84,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Floor Covering Retailers,,,,,,,,5340303012
270633ac-53e4-4269-b3a0-403ceb2c6fac,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Soft Furnishing Retailers,,,,,,,,5340303013
bddb1562-8473-497d-a5d7-eaa39cab1ba9,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Luxury Furnishing Retailers,,,,,,,,5340303014
3440ff91-4520-46c8-b352-7f9eece3d02f,Attribute,f2304caf-490b-4771-a528-abd0b51f47b0,Antique Dealers,,,,,,,,5340303015
49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Group,f2327f27-1593-4c21-8508-9fc907755bf6,Other Speciality Retailers,,,,,,,,
7b58d593-be6f-4a88-8c43-630ecccc666c,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Other Miscellaneous Specialty Retailers,,,,,,,,5340309010
3be065a6-767d-42df-881d-f3620f5d4bac,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Luxury Beauty Supply Retailers,,,,,,,,5340309011
effff8c3-8fbd-44f2-a763-22b0d5406aad,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Beauty Supply Shop,,,,,,,,5340309012
5d9cf52a-ef39-42a9-92e9-522f275e8c33,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Optical Goods Stores,,,,,,,,5340309013
1c07a8e1-5acc-46e8-81d2-3cdf2bba8dd7,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Health Food Stores,,,,,,,,5340309014
5a47eb1f-75b2-46b0-ba33-2bace7e40502,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Musical Instrument Retailers,,,,,,,,5340309015
dc065508-0f4a-432d-9dca-9511bb42de18,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Hobby & Craft Product Retailers,,,,,,,,5340309016
0037de02-4dab-4302-aa03-876cc881fe31,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Toys & Games Retailers,,,,,,,,5340309017
01dbee41-66c5-492f-9ca3-7faa7957e236,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Book & Magazine Retailers,,,,,,,,5340309018
07e64a38-9ffb-4d0f-942b-a6cc69006176,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Florists,,,,,,,,5340309019
03ca0651-1f75-40d7-8057-df0d59283edc,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Office Supplies & Stationery Stores,,,,,,,,5340309020
bd8632d5-6c95-4ed4-8d2f-172e027ca439,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,"Gift, Novelty & Souvenir Stores",,,,,,,,5340309021
6d47263f-4664-43d4-9c89-f2194784ea5b,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Used Merchandise Stores,,,,,,,,5340309022
08096719-48d7-4d9e-9c78-7ef2d53b33ea,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Sporting Goods Stores,,,,,,,,5340309023
80feb6c5-ac72-43c8-9637-b517c3530c3d,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Pet & Pet Supplies Retailers,,,,,,,,5340309024
58e0adee-b2a4-47d1-94f4-0245fbf70921,Attribute,49b8f9a3-5348-4830-b3fe-bb177e6a22a2,Adult Products Retailers,,,,,,,,5340309025
6ecd2711-8f28-4695-bd35-e39e5704c90d,Group,f2327f27-1593-4c21-8508-9fc907755bf6,Apparel & Accessories Retailers,,,,,,,,
db541915-7618-4631-8be5-c24bca445f00,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Other Apparel & Accessories Retailers,,,,,,,,5340304010
579ac157-fb81-4d16-98e3-6402aedffb9c,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Footwear Retailers,,,,,,,,5340304011
04116bf8-15c9-41ee-a776-c72bdd784565,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Jewelry & Watch Retailers,,,,,,,,5340304012
3b6304b7-55e3-4d10-9eba-2fe62b288eeb,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Men's Apparel Retailers,,,,,,,,5340304013
a06829f3-d64a-4181-b5a7-814cc60947c6,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Women's Apparel Retailers,,,,,,,,5340304014
2be60d21-3c76-4ad5-adc7-4c1745c569c2,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Children & Infants Clothing Retailers,,,,,,,,5340304015
9d6c2879-356f-42e7-b4b0-179540cfa812,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Teen Fashion Retailers,,,,,,,,5340304016
9353f5b7-283c-427c-8c5f-add24afc04a3,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Handbags & Luggage Retailers,,,,,,,,5340304017
fa72cdfe-9287-4689-9cf1-1618c63e959b,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Luxury Apparel Retailers,,,,,,,,5340304018
f44ee633-1527-49d4-b6d6-f748cf09bb78,Attribute,6ecd2711-8f28-4695-bd35-e39e5704c90d,Sports & Outdoors Retailers,,,,,,,,5340304019
58694825-be92-416f-beed-89692f25de05,Group,f2327f27-1593-4c21-8508-9fc907755bf6,Computer & Electronics Retailers,,,,,,,,
662f9e44-d5f3-429f-9331-1756ee1c96a9,Attribute,58694825-be92-416f-beed-89692f25de05,Other Computer & Electronics Retailers,,,,,,,,5340305010
f4c3fc78-d57a-4e6e-877a-eba7d4fed33c,Attribute,58694825-be92-416f-beed-89692f25de05,Computer Hardware & Software Retailers,,,,,,,,5340305011
53285f75-3be6-4dff-afcc-b7d2ee333b3b,Attribute,58694825-be92-416f-beed-89692f25de05,Consumer Electronics Retailers,,,,,,,,5340305012
dd0ae874-c5d1-425e-9937-0ad2920e5034,Attribute,58694825-be92-416f-beed-89692f25de05,Mobile Phone Retailers,,,,,,,,5340305013
5053e1b7-135f-4035-9f2b-818cb9936f8f,Object,5cead05d-6d18-440c-b034-aa124a5ea69a,Consumer Non Cyclicals,,,,,,,,
bbf92356-e06c-490f-9c4d-51d73d0a292b,Group,5053e1b7-135f-4035-9f2b-818cb9936f8f,Food & Beverage,,,,,,,,
8f4d08b3-c427-4bdc-ae33-d426720ca91e,Group,bbf92356-e06c-490f-9c4d-51d73d0a292b,Beverages,,,,,,,,
949d2967-347a-4005-b5d8-8741a04b8349,Group,8f4d08b3-c427-4bdc-ae33-d426720ca91e,Brewers,,,,,,,,
d25cc601-4001-4757-99e8-4d9ecc80dc2b,Attribute,949d2967-347a-4005-b5d8-8741a04b8349,Other Brewers,,,,,,,,5410101010
9d907a71-989e-4f2e-9854-ae2c05db6f82,Attribute,949d2967-347a-4005-b5d8-8741a04b8349,Craft & Micro Brewers,,,,,,,,5410101011
85245e17-aa41-490e-af9b-b1ff6a84b538,Group,8f4d08b3-c427-4bdc-ae33-d426720ca91e,Distillers & Wineries,,,,,,,,
64d142b4-9e21-42b1-9556-67ea089f610a,Attribute,85245e17-aa41-490e-af9b-b1ff6a84b538,Other Distillers & Wineries,,,,,,,,5410102010
21a8a6b6-13a4-4566-a020-23677e01e494,Attribute,85245e17-aa41-490e-af9b-b1ff6a84b538,Wineries,,,,,,,,5410102011
c21f1503-7184-4da4-8b00-e34c4182eaf5,Attribute,85245e17-aa41-490e-af9b-b1ff6a84b538,Distilleries,,,,,,,,5410102012
aa0b8343-9023-4dc7-a1c3-eabe16e51166,Attribute,85245e17-aa41-490e-af9b-b1ff6a84b538,Malt Producers,,,,,,,,5410102013
8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Group,8f4d08b3-c427-4bdc-ae33-d426720ca91e,Non-Alcoholic Beverages,,,,,,,,
cb726fb7-f417-4376-82e2-21bc1200bcc0,Attribute,8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Other Non-Alcoholic Beverages,,,,,,,,5410103010
1e9db223-670f-412c-a032-6e1e4c48372f,Attribute,8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Carbonated Soft Drinks,,,,,,,,5410103011
4b7f68cb-e7c3-4911-879a-b5655641e70a,Attribute,8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Fruit Drinks,,,,,,,,5410103012
a1cd76c7-d8c8-4277-a42c-2178ff299bbb,Attribute,8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Energy Drinks,,,,,,,,5410103013
1fe6fff9-3f04-403d-a000-846a55ae26c2,Attribute,8bf6d82a-db51-4e8a-8c73-60a6867eabf4,Bottled Water & Ice,,,,,,,,5410103014
6f88f8c4-ecb3-46e9-b817-411f354a2cd9,Group,5053e1b7-135f-4035-9f2b-818cb9936f8f,Food & Beverages,,,,,,,,
e3e4f4fe-647b-4152-8e87-9dda00790be4,Group,6f88f8c4-ecb3-46e9-b817-411f354a2cd9,Food & Tobacco,,,,,,,,
839e5304-4757-408b-a59b-b0d6017c1f64,Group,e3e4f4fe-647b-4152-8e87-9dda00790be4,Fishing & Farming,,,,,,,,
e92c4847-3502-4d57-a1c9-e0ec0f9be6c9,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Other Fishing & Farming,,,,,,,,5410201010
053776e4-18d1-4a69-9d1b-2cb4e01318e5,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Grain (Crop) Production,,,,,,,,5410201011
386a8e9c-7829-4f99-8755-8a54eadff596,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Poultry Farming,,,,,,,,5410201012
20af5cbb-e06a-43f5-b078-606037ca310d,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Red Meat,,,,,,,,5410201013
6b8b82e4-d48c-4aee-a545-290c7cfd26ce,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,"Vegetable, Fruit & Nut Farming",,,,,,,,5410201014
a4a2ad78-cc71-468a-a50c-99e3c4fa559f,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,"Coffee, Tea & Cocoa Farming",,,,,,,,5410201015
b46eb26f-8e62-4069-8e7a-2273f4642f1f,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Sugarcane Farming,,,,,,,,5410201016
7509e2e3-4f86-4720-a165-5cfe634a2d89,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Commercial Nurseries,,,,,,,,5410201017
28165ea8-33c2-45ba-8b32-39e33474bfa2,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Commercial Fishing,,,,,,,,5410201018
835318f1-e239-4829-8f87-202697b4afde,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Aquaculture,,,,,,,,5410201019
c78ce187-f7ae-4b4c-bf5e-c9b8bfbd2636,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Fur Farming,,,,,,,,5410201020
bd91ae5f-7bbd-42d4-87b0-c6851619d7f5,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Animal Breeding,,,,,,,,5410201021
ba804c03-3c8f-4fa6-9cb0-7d37d18c8c94,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Agriculture Support Services,,,,,,,,5410201022
04c8c221-68be-4ae4-ab14-b835675c48b6,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Organic Farming,,,,,,,,5410201023
42556b85-05a3-4136-a77b-9c3cc4166ffe,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Animal Feed,,,,,,,,5410201024
8fa4a297-db14-4ddb-a9c7-721b477d69df,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Agricultural Consultancy Services,,,,,,,,5410201025
2c377abd-9a06-4f5a-ba85-e9690249dda6,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Fishing & Farming Wholesale,,,,,,,,5410201026
0d374ec1-8b5e-46ef-b270-b6f50f60b9cf,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Agricultural Biotechnology,,,,,,,,5410201027
bd00916c-0e13-4ec3-81b1-5781759ae54e,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Hog & Pig Farming,,,,,,,,5410201028
1b67c485-5155-4dcc-a3d2-915b8a3e76a7,Attribute,839e5304-4757-408b-a59b-b0d6017c1f64,Beef & Veal Farming,,,,,,,,5410201029
